from_sig,to_sig,weight,games
"地刺陷阱,真菌孢子,毒蜥,剑杖,翡翠","剑杖,翡翠,真菌孢子,倒刺利爪,毒液",1,100
"彩虹药水,剑杖,毒液注射,翡翠,真菌孢子","地刺陷阱,真菌孢子,毒蜥,剑杖,翡翠",0.39999999999999991,100
"蛇怪之牙,曲颈甑,鳄鱼眼泪,手术刀,香炉","蛇怪之牙,曲颈甑,鳄鱼眼泪,拆信刀,手术刀",0.37999999999999989,100
"彩虹药水,炼金梨缶,云精灵,翡翠,真菌孢子","鳄鱼眼泪,炼金梨缶,云精灵,翡翠,真菌孢子",1,100
"彩虹药水,炼金梨缶,云精灵,翡翠,真菌孢子","毒芹,炼金梨缶,云精灵,翡翠,真菌孢子",0.12400000000000011,1000
"彩虹药水,炼金梨缶,云精灵,翡翠,真菌孢子","真菌孢子,翡翠,再生药水,炼金梨缶,碎瓶",1,100
"彩虹药水,炼金梨缶,云精灵,翡翠,真菌孢子","真菌孢子,彩虹药水,炼金梨缶,碎瓶,翡翠",1,100
"彩虹药水,炼金梨缶,云精灵,翡翠,真菌孢子","真菌孢子,碎瓶,炼金梨缶,毒芹,翡翠",1,100
"彩虹药水,炼金梨缶,云精灵,翡翠,真菌孢子","真菌孢子,毒芹,炼金梨缶,彩虹药水,翡翠",0.54000000000000004,100
"彩虹药水,炼金梨缶,云精灵,翡翠,真菌孢子","彩虹药水,炼金梨缶,瓶装闪电,翡翠,真菌孢子",1,100
"彩虹药水,炼金梨缶,云精灵,翡翠,真菌孢子","翡翠,真菌孢子,毒芹,炼金梨缶,瓶装闪电",1,100
"彩虹药水,炼金梨缶,云精灵,翡翠,真菌孢子","真菌孢子,瓶装闪电,炼金梨缶,再生药水,翡翠",1,100
"彩虹药水,炼金梨缶,云精灵,翡翠,真菌孢子","彩虹药水,炼金梨缶,鳄鱼眼泪,真菌孢子,翡翠",0.45999999999999996,100
"彩虹药水,炼金梨缶,云精灵,翡翠,真菌孢子","真菌孢子,翡翠,彩虹药水,炼金梨缶,黑曜石碎片",1,100
