from_sig,to_sig,weight,games
"手斧,鲨齿爪,火药角,双管霰弹枪,弹簧刀,葡萄弹","鲨齿爪,火药角,双管霰弹枪,弹簧刀,葡萄弹,靴里剑",1,100
"手斧,左轮手枪,靴里剑,三花,鲨齿爪,葡萄弹,舱底蠕虫","三花,左轮手枪,弹簧刀,鲨齿爪,舱底蠕虫,手斧,葡萄弹",0.65999999999999992,100
"三花,左轮手枪,弹簧刀,鲨齿爪,舱底蠕虫,手斧,葡萄弹","鲨齿爪,三花,葡萄弹,手斧,左轮手枪,弹簧刀,独角鲸",0.32000000000000006,100
"鲨齿爪,舱底蠕虫,手斧,左轮手枪,弹簧刀,独角鲸,葡萄弹","三花,左轮手枪,弹簧刀,鲨齿爪,舱底蠕虫,手斧,葡萄弹",0.073999999999999844,1000
"三花,左轮手枪,弹簧刀,鲨齿爪,舱底蠕虫,手斧,葡萄弹","鲨齿爪,舱底蠕虫,靴里剑,手斧,左轮手枪,弹簧刀,独角鲸",0.19999999999999996,100
"靴里剑,鲨齿爪,葡萄弹,手斧,独角鲸,弹簧刀,左轮手枪","三花,左轮手枪,弹簧刀,鲨齿爪,舱底蠕虫,手斧,葡萄弹",0.54000000000000004,100
"舱底蠕虫,手斧,葡萄弹,鲨齿爪,左轮手枪,飞鱼,淬锋钢","三花,左轮手枪,弹簧刀,鲨齿爪,舱底蠕虫,手斧,葡萄弹",0.85999999999999988,100
"舱底蠕虫,鲨齿爪,手斧,左轮手枪,弹簧刀,独角鲸,淬锋钢","三花,左轮手枪,弹簧刀,鲨齿爪,舱底蠕虫,手斧,葡萄弹",0.93999999999999995,100
"靴里剑,流星索,手斧,葡萄弹,弹簧刀,左轮手枪,鲨齿爪","三花,左轮手枪,弹簧刀,鲨齿爪,舱底蠕虫,手斧,葡萄弹",0.93999999999999995,100
"舱底蠕虫,靴里剑,手斧,葡萄弹,弹簧刀,左轮手枪,鲨齿爪","三花,左轮手枪,弹簧刀,鲨齿爪,舱底蠕虫,手斧,葡萄弹",0.87999999999999989,100
"手雷,鲨齿爪,舱底蠕虫,手斧,左轮手枪,弹簧刀,独角鲸","三花,左轮手枪,弹簧刀,鲨齿爪,舱底蠕虫,手斧,葡萄弹",0.89999999999999991,100
"三花,左轮手枪,弹簧刀,鲨齿爪,舱底蠕虫,手斧,葡萄弹","手斧,鲨齿爪,藏刃匕首,葡萄弹,弹簧刀,左轮手枪,舱底蠕虫",0.1399999999999999,100
"鲨齿爪,靴里剑,左轮手枪,手斧,藏刃匕首,葡萄弹,舱底蠕虫","三花,左轮手枪,弹簧刀,鲨齿爪,舱底蠕虫,手斧,葡萄弹",0.19999999999999996,100
"三花,左轮手枪,弹簧刀,鲨齿爪,舱底蠕虫,手斧,葡萄弹","手斧,鲨齿爪,藏刃匕首,弹簧刀,左轮手枪,刺刀,舱底蠕虫",0.036000000000000032,1000
"舱底蠕虫,流星索,鲨齿爪,手斧,葡萄弹,迷你弯刀,左轮手枪","三花,左轮手枪,弹簧刀,鲨齿爪,舱底蠕虫,手斧,葡萄弹",0.84000000000000008,100
"淬锋钢,水草,珊瑚,打火机,绵鳚,海底热泉,燃烧响炮","燃烧响炮,打火机,绵鳚,海底热泉,狼筅,珊瑚",1,100
"海螺壳,水草,珊瑚,打火机,绵鳚,海底热泉,燃烧响炮","燃烧响炮,打火机,绵鳚,海底热泉,狼筅,珊瑚",1,100
"燃烧响炮,打火机,绵鳚,海底热泉,狼筅,珊瑚","燃烧响炮,打火机,绵鳚,海底热泉,狼筅,海螺壳",1,100
"燃烧响炮,打火机,绵鳚,海底热泉,狼筅,珊瑚","燃烧响炮,打火机,绵鳚,海底热泉,葡萄弹,狼筅",1,100
"毒须鲶,飞鱼,手斧,淬锋钢,绵鳚,马龙鱼,水草","沙滩充气球,马龙鱼,绵鳚,毒须鲶,水草,淬锋钢",0.97999999999999998,100
"沙滩充气球,马龙鱼,弹簧刀,藏刃匕首,淬锋钢,毒须鲶","沙滩充气球,马龙鱼,绵鳚,毒须鲶,水草,淬锋钢",0.67999999999999994,100
"手斧,鲨齿爪,靴里剑,流星索,左轮手枪,刺刀,葡萄弹","手斧,左轮手枪,靴里剑,三花,鲨齿爪,葡萄弹,舱底蠕虫",0.85999999999999988,100
"手斧,左轮手枪,靴里剑,三花,鲨齿爪,葡萄弹,舱底蠕虫","鲨齿爪,三花,葡萄弹,手斧,左轮手枪,弹簧刀,独角鲸",0.87999999999999989,100
"手斧,左轮手枪,靴里剑,三花,鲨齿爪,葡萄弹,舱底蠕虫","鲨齿爪,舱底蠕虫,手斧,左轮手枪,弹簧刀,独角鲸,葡萄弹",0.43999999999999995,100
"手斧,左轮手枪,靴里剑,三花,鲨齿爪,葡萄弹,舱底蠕虫","鲨齿爪,舱底蠕虫,靴里剑,手斧,左轮手枪,弹簧刀,独角鲸",1,100
