from_sig,to_sig,weight,games
"靴里剑,三花,左轮手枪,手斧,鲨齿爪","手斧,鲨齿爪,靴里剑,迷你弯刀,刺刀",1,100
"靴里剑,三花,手斧,鲨齿爪,流星索","靴里剑,三花,左轮手枪,手斧,鲨齿爪",0.93999999999999995,100
"靴里剑,三花,左轮手枪,手斧,鲨齿爪","靴里剑,三花,手斧,独角鲸,鲨齿爪",0.52000000000000002,100
"舱底蠕虫,鲨齿爪,手斧,左轮手枪,刺刀","靴里剑,三花,左轮手枪,手斧,鲨齿爪",0.19999999999999996,100
"独角鲸,鲨齿爪,手斧,靴里剑,淬锋钢","靴里剑,三花,左轮手枪,手斧,鲨齿爪",0.21999999999999997,100
"靴里剑,三花,左轮手枪,手斧,鲨齿爪","宠物石,鲨齿爪,迷你弯刀,靴里剑,手斧",0.93999999999999995,100
"靴里剑,三花,左轮手枪,手斧,鲨齿爪","鲨齿爪,手斧,宠物石,淬锋钢,靴里剑",0.89999999999999991,100
"舱底蠕虫,鲨齿爪,手斧,左轮手枪,淬锋钢","靴里剑,三花,左轮手枪,手斧,鲨齿爪",0.97999999999999998,100
"靴里剑,鲨齿爪,左轮手枪,葡萄弹,手斧","靴里剑,三花,左轮手枪,手斧,鲨齿爪",1,100
"鲨齿爪,左轮手枪,刺刀,手斧,靴里剑","靴里剑,三花,左轮手枪,手斧,鲨齿爪",0.33999999999999986,100
"手斧,左轮手枪,葡萄弹,鲨齿爪,迷你弯刀","靴里剑,三花,左轮手枪,手斧,鲨齿爪",0.39999999999999991,100
"手斧,左轮手枪,鲨齿爪,迷你弯刀,靴里剑","靴里剑,三花,左轮手枪,手斧,鲨齿爪",0.26000000000000001,100
"流星索,手斧,鲨齿爪,葡萄弹,靴里剑","靴里剑,三花,左轮手枪,手斧,鲨齿爪",1,100
"舱底蠕虫,鲨齿爪,葡萄弹,手斧,左轮手枪","靴里剑,三花,左轮手枪,手斧,鲨齿爪",0.91999999999999993,100
"鲨齿爪,左轮手枪,流星索,葡萄弹,手斧","靴里剑,三花,左轮手枪,手斧,鲨齿爪",0.95999999999999996,100
"舱底蠕虫,手斧,淬锋钢,火药角,双管霰弹枪","火药角,双管霰弹枪,弹簧刀,葡萄弹,手斧",1,100
"舱底蠕虫,手斧,淬锋钢,火药角,双管霰弹枪","淬锋钢,火药角,双管霰弹枪,弹簧刀,葡萄弹",1,100
"打火机,绵鳚,迷幻蝠鲼,皮皮虾,流星索,燃烧响炮","流星索,打火机,绵鳚,皮皮虾,迷幻蝠鲼,鹦鹉皮特",0.91999999999999993,100
"燃烧响炮,流星索,皮皮虾,鹦鹉皮特,绵鳚,打火机","流星索,打火机,绵鳚,皮皮虾,迷幻蝠鲼,鹦鹉皮特",1,100
"流星索,燃烧响炮,皮皮虾,绵鳚,迷幻蝠鲼,鹦鹉皮特","流星索,打火机,绵鳚,皮皮虾,迷幻蝠鲼,鹦鹉皮特",0.16000000000000014,100
"皮皮虾,迷幻蝠鲼,鹦鹉皮特,绵鳚,打火机,燃烧响炮","流星索,打火机,绵鳚,皮皮虾,迷幻蝠鲼,鹦鹉皮特",1,100
"马龙鱼,救生圈,飞鱼,淬锋钢","救生圈,藏刃匕首,淬锋钢,马龙鱼",0.69999999999999996,100
"马龙鱼,救生圈,飞鱼,淬锋钢","淬锋钢,飞鱼,水母,马龙鱼,水草",0.60000000000000009,100
"马龙鱼,救生圈,飞鱼,淬锋钢","钓鱼竿,马龙鱼,飞鱼,淬锋钢",1,100
"马龙鱼,弹簧刀,飞鱼,淬锋钢,雪怪蟹","马龙鱼,救生圈,飞鱼,淬锋钢",0.12000000000000011,100
"救生圈,马龙鱼,水草,淬锋钢","马龙鱼,救生圈,飞鱼,淬锋钢",1,100
"火药角,双管霰弹枪,弹簧刀,葡萄弹,手斧","淬锋钢,火药角,双管霰弹枪,弹簧刀,葡萄弹",1,100
"手斧,鲨齿爪,靴里剑,迷你弯刀,刺刀","宠物石,鲨齿爪,迷你弯刀,刺刀,手斧",1,100
"舱底蠕虫,鲨齿爪,手斧,左轮手枪,刺刀","宠物石,鲨齿爪,迷你弯刀,刺刀,手斧",0.85999999999999988,100
"宠物石,鲨齿爪,迷你弯刀,靴里剑,手斧","宠物石,鲨齿爪,迷你弯刀,刺刀,手斧",0.97999999999999998,100
"鲨齿爪,手斧,宠物石,淬锋钢,靴里剑","宠物石,鲨齿爪,迷你弯刀,刺刀,手斧",1,100
"鲨齿爪,左轮手枪,刺刀,手斧,靴里剑","宠物石,鲨齿爪,迷你弯刀,刺刀,手斧",1,100
"手斧,左轮手枪,葡萄弹,鲨齿爪,迷你弯刀","宠物石,鲨齿爪,迷你弯刀,刺刀,手斧",1,100
"手斧,左轮手枪,鲨齿爪,迷你弯刀,靴里剑","宠物石,鲨齿爪,迷你弯刀,刺刀,手斧",1,100
"靴里剑,三花,手斧,鲨齿爪,流星索","手斧,鲨齿爪,靴里剑,迷你弯刀,刺刀",1,100
"手斧,鲨齿爪,靴里剑,迷你弯刀,刺刀","靴里剑,三花,手斧,独角鲸,鲨齿爪",0.3600000000000001,100
"手斧,鲨齿爪,靴里剑,迷你弯刀,刺刀","舱底蠕虫,鲨齿爪,手斧,左轮手枪,刺刀",1,100
"独角鲸,鲨齿爪,手斧,靴里剑,淬锋钢","手斧,鲨齿爪,靴里剑,迷你弯刀,刺刀",1,100
"手斧,鲨齿爪,靴里剑,迷你弯刀,刺刀","宠物石,鲨齿爪,迷你弯刀,靴里剑,手斧",0.78000000000000003,100
"手斧,鲨齿爪,靴里剑,迷你弯刀,刺刀","鲨齿爪,手斧,宠物石,淬锋钢,靴里剑",0.80000000000000004,100
"靴里剑,鲨齿爪,左轮手枪,葡萄弹,手斧","手斧,鲨齿爪,靴里剑,迷你弯刀,刺刀",1,100
"鲨齿爪,左轮手枪,刺刀,手斧,靴里剑","手斧,鲨齿爪,靴里剑,迷你弯刀,刺刀",1,100
"手斧,左轮手枪,葡萄弹,鲨齿爪,迷你弯刀","手斧,鲨齿爪,靴里剑,迷你弯刀,刺刀",1,100
"手斧,左轮手枪,鲨齿爪,迷你弯刀,靴里剑","手斧,鲨齿爪,靴里剑,迷你弯刀,刺刀",1,100
"流星索,手斧,鲨齿爪,葡萄弹,靴里剑","手斧,鲨齿爪,靴里剑,迷你弯刀,刺刀",1,100
"靴里剑,葡萄弹,手斧,左轮手枪,刺刀,淬锋钢","葡萄弹,淬锋钢,手斧,狼筅,左轮手枪",1,100
"舱底蠕虫,手斧,葡萄弹,弹簧刀,左轮手枪,淬锋钢","葡萄弹,淬锋钢,手斧,狼筅,左轮手枪",1,100
"靴里剑,淬锋钢,流星索,葡萄弹,手斧,左轮手枪","葡萄弹,淬锋钢,手斧,狼筅,左轮手枪",1,100
"狼筅,火药角,手雷,葡萄弹,手斧","葡萄弹,淬锋钢,手斧,狼筅,左轮手枪",0.15799999999999992,1000
"舱底蠕虫,靴里剑,淬锋钢,手斧,葡萄弹,左轮手枪","葡萄弹,淬锋钢,手斧,狼筅,左轮手枪",1,100
"水草,独角鲸,弹簧刀,马龙鱼,淬锋钢","珊瑚,马龙鱼,弹簧刀,独角鲸,淬锋钢",0.56000000000000005,100
"水草,独角鲸,弹簧刀,马龙鱼,淬锋钢","水草,淬锋钢,马龙鱼,弹簧刀,左轮手枪",0.32000000000000006,100
"水草,独角鲸,弹簧刀,马龙鱼,淬锋钢","舱底蠕虫,手斧,弹簧刀,马龙鱼,淬锋钢",0.41999999999999993,100
"淬锋钢,弹簧刀,马龙鱼,沙滩充气球","水草,独角鲸,弹簧刀,马龙鱼,淬锋钢",0.80000000000000004,100
"水草,独角鲸,弹簧刀,马龙鱼,淬锋钢","淬锋钢,飞鱼,水母,马龙鱼,水草",1,100
"水草,独角鲸,弹簧刀,马龙鱼,淬锋钢","马龙鱼,弹簧刀,飞鱼,淬锋钢,雪怪蟹",0.47999999999999998,100
"水草,独角鲸,弹簧刀,马龙鱼,淬锋钢","救生圈,马龙鱼,水草,淬锋钢",0.1399999999999999,100
"靴里剑,三花,手斧,鲨齿爪,流星索","靴里剑,三花,手斧,独角鲸,鲨齿爪",0.87999999999999989,100
"靴里剑,三花,手斧,鲨齿爪,流星索","独角鲸,鲨齿爪,手斧,靴里剑,淬锋钢",0.97999999999999998,100
"靴里剑,三花,手斧,鲨齿爪,流星索","宠物石,鲨齿爪,迷你弯刀,靴里剑,手斧",1,100
"靴里剑,三花,手斧,鲨齿爪,流星索","鲨齿爪,手斧,宠物石,淬锋钢,靴里剑",1,100
"靴里剑,三花,手斧,鲨齿爪,流星索","靴里剑,鲨齿爪,左轮手枪,葡萄弹,手斧",0.32000000000000006,100
"靴里剑,三花,手斧,鲨齿爪,流星索","鲨齿爪,左轮手枪,刺刀,手斧,靴里剑",0.87999999999999989,100
"靴里剑,三花,手斧,鲨齿爪,流星索","手斧,左轮手枪,鲨齿爪,迷你弯刀,靴里剑",0.91999999999999993,100
"流星索,手斧,鲨齿爪,葡萄弹,靴里剑","靴里剑,三花,手斧,鲨齿爪,流星索",0.69999999999999996,100
"鲨齿爪,左轮手枪,流星索,葡萄弹,手斧","靴里剑,三花,手斧,鲨齿爪,流星索",0.39999999999999991,100
"珊瑚,马龙鱼,弹簧刀,独角鲸,淬锋钢","水草,淬锋钢,马龙鱼,弹簧刀,左轮手枪",0.21999999999999997,100
"舱底蠕虫,手斧,弹簧刀,马龙鱼,淬锋钢","珊瑚,马龙鱼,弹簧刀,独角鲸,淬锋钢",0.28000000000000003,100
"淬锋钢,弹簧刀,马龙鱼,沙滩充气球","珊瑚,马龙鱼,弹簧刀,独角鲸,淬锋钢",1,100
"珊瑚,马龙鱼,弹簧刀,独角鲸,淬锋钢","马龙鱼,弹簧刀,飞鱼,淬锋钢,雪怪蟹",0.30000000000000004,100
"舱底蠕虫,手斧,葡萄弹,弹簧刀,左轮手枪,淬锋钢","靴里剑,葡萄弹,手斧,左轮手枪,刺刀,淬锋钢",1,100
"靴里剑,淬锋钢,流星索,葡萄弹,手斧,左轮手枪","靴里剑,葡萄弹,手斧,左轮手枪,刺刀,淬锋钢",1,100
"靴里剑,鲨齿爪,左轮手枪,葡萄弹,手斧","靴里剑,葡萄弹,手斧,左轮手枪,刺刀,淬锋钢",1,100
"鲨齿爪,左轮手枪,刺刀,手斧,靴里剑","靴里剑,葡萄弹,手斧,左轮手枪,刺刀,淬锋钢",1,100
"靴里剑,葡萄弹,手斧,左轮手枪,刺刀,淬锋钢","靴里剑,火药角,手雷,淬锋钢,手斧,葡萄弹",0.10000000000000009,100
"舱底蠕虫,靴里剑,淬锋钢,手斧,葡萄弹,左轮手枪","靴里剑,葡萄弹,手斧,左轮手枪,刺刀,淬锋钢",1,100
"舱底蠕虫,流星索,手斧,淬锋钢,弯刀","手斧,流星索,弹簧刀,弯刀,淬锋钢",0.20199999999999996,1000
"独角鲸,鲨齿爪,手斧,靴里剑,淬锋钢","靴里剑,三花,手斧,独角鲸,鲨齿爪",0.23999999999999999,1000
"靴里剑,三花,手斧,独角鲸,鲨齿爪","宠物石,鲨齿爪,迷你弯刀,靴里剑,手斧",0.78000000000000003,100
