combo_key,representative_signature,cluster_size
"加速烙刀,小冰镐,打火机,枪套,标枪,燃烧响炮,珊瑚,绵鳚","枪套,燃烧响炮,珊瑚,标枪,小冰镐,绵鳚,加速烙刀,打火机",1
"填弹杆,套娃,淬锋钢,湿件战服,燃烧响炮,连发步枪,集成式HUD","湿件战服,淬锋钢,套娃,集成式HUD,连发步枪,填弹杆,燃烧响炮",1
"六分仪,吸血章鱼,水车,淬锋钢,潜水配重,牌桌","牌桌,淬锋钢,水车,吸血章鱼,潜水配重,六分仪",5
"加速烙刀,大钢弩,毒须鲶,燃烧响炮,燃烧子弹,篝火,绵鳚","篝火,毒须鲶,燃烧子弹,燃烧响炮,绵鳚,加速烙刀,大钢弩",1
"元素深水炸弹,小冰镐,拍立蚌,水母,潜水配重,珊瑚,绵鳚,雪怪蟹,鱼饵","拍立蚌,鱼饵,潜水配重,珊瑚,水母,雪怪蟹,元素深水炸弹,绵鳚,小冰镐",1
"套娃,恶鬼面具,打火机,流星索,燃烧响炮,燃烧子弹,绵鳚,蔻森娜纹章,靴里剑","蔻森娜纹章,恶鬼面具,燃烧响炮,绵鳚,打火机,燃烧子弹,套娃,靴里剑,流星索",1
"元素深水炸弹,小冰镐,拍立蚌,水母,珊瑚,皮皮虾,绵鳚,迷幻蝠鲼,雪怪蟹","小冰镐,皮皮虾,迷幻蝠鲼,水母,雪怪蟹,元素深水炸弹,绵鳚,珊瑚,拍立蚌",2
"六分仪,吸血章鱼,星盘,枪套,淬锋钢,潜水配重,牌桌","星盘,枪套,吸血章鱼,六分仪,牌桌,潜水配重,淬锋钢",1
"六分仪,旗舰,淬锋钢,潜水配重,船长舱","淬锋钢,旗舰,船长舱,潜水配重,六分仪",1
"元素深水炸弹,小冰镐,拍立蚌,水母,海螺壳,皮皮虾,绵鳚,迷幻蝠鲼,雪怪蟹","皮皮虾,拍立蚌,水母,迷幻蝠鲼,雪怪蟹,元素深水炸弹,绵鳚,小冰镐,海螺壳",1
"定制准镜,旗舰,淬锋钢,潜水配重,蔻森娜纹章,鸦巢","淬锋钢,鸦巢,定制准镜,旗舰,潜水配重,蔻森娜纹章",1
"六分仪,吸血章鱼,拍立蚌,水车,潜水配重,牌桌","吸血章鱼,水车,潜水配重,六分仪,拍立蚌,牌桌",1
"减速烙刀,十手,拍立蚌,流星索,火药角,烈酒杯,燃烧响炮,皮皮虾,绵鳚","流星索,火药角,烈酒杯,拍立蚌,燃烧响炮,皮皮虾,十手,绵鳚,减速烙刀",2
"六分仪,大钢弩,定制准镜,潜水配重,炮弹,烈酒杯,鱼雷","六分仪,潜水配重,鱼雷,炮弹,烈酒杯,定制准镜,大钢弩",1
"十手,幽渊鮟鱇,拍立蚌,流星索,火药角,烈酒杯,皮皮虾,绵鳚,迷幻蝠鲼","火药角,烈酒杯,拍立蚌,皮皮虾,十手,绵鳚,迷幻蝠鲼,幽渊鮟鱇,流星索",1
"六分仪,吸血章鱼,水车,潜水配重,牌桌,集成式HUD","集成式HUD,吸血章鱼,水车,潜水配重,六分仪,牌桌",1
"弯刀,水草,水车,淬锋钢,潜水配重,码头缆索","水草,码头缆索,潜水配重,水车,弯刀,淬锋钢",1
"带刃悬浮板,拍立蚌,水车,淬锋钢,深潜器,潜水配重","拍立蚌,水车,淬锋钢,带刃悬浮板,潜水配重,深潜器",1
"减速烙刀,大钢弩,拍立蚌,枪套,火药角,烈酒杯,皮皮虾,绵鳚","枪套,火药角,烈酒杯,拍立蚌,大钢弩,皮皮虾,绵鳚,减速烙刀",1
"减速烙刀,十手,大钢弩,拍立蚌,流星索,火药角,烈酒杯,皮皮虾","流星索,大钢弩,皮皮虾,拍立蚌,火药角,烈酒杯,减速烙刀,十手",2
"大钢弩,小冰镐,水车,潜水配重,炮弹,珊瑚护甲","大钢弩,炮弹,潜水配重,水车,小冰镐,珊瑚护甲",1
"加速烙刀,大钢弩,打火机,枪套,水母,潜水配重,燃烧响炮,绵鳚","加速烙刀,绵鳚,潜水配重,水母,大钢弩,枪套,打火机,燃烧响炮",4
"加速烙刀,打火机,燃烧响炮,燃烧子弹,珊瑚护甲,篝火,绵鳚","珊瑚护甲,篝火,燃烧响炮,燃烧子弹,打火机,绵鳚,加速烙刀",1
"加速烙刀,大钢弩,打火机,枪套,潜水配重,燃烧响炮,绵鳚,飞鱼","燃烧响炮,大钢弩,枪套,打火机,加速烙刀,绵鳚,潜水配重,飞鱼",2
"加速烙刀,大钢弩,拍立蚌,枪套,水母,潜水配重,燃烧响炮,绵鳚","枪套,大钢弩,燃烧响炮,加速烙刀,绵鳚,潜水配重,水母,拍立蚌",2
