rank,anchor,specialty
1,元素深水炸弹,1
1,填弹杆,1
1,带刃悬浮板,1
1,抛石机,1
1,旗舰,1
1,武士刀,1
1,海狗沙龙,1
1,港口,1
1,烈酒杯,1
1,篝火,1
1,船舵,1
1,船长舱,1
1,雪怪蟹,1
1,马龙鱼,1
15,连发步枪,0.99927163817433362
16,步枪,0.9990437556062246
17,水车,0.99825555000798283
18,燃烧子弹,0.99716524386059791
19,大钢弩,0.99599164082147451
20,绵鳚,0.99396111359367467
21,减速烙刀,0.99381153000300659
22,幽渊鮟鱇,0.99218486632546221
23,加速烙刀,0.99186779191211383
24,潜水配重,0.990581663585687
25,标枪,0.9904401366909581
26,六分仪,0.98894899888314813
27,迷你弯刀,0.9842403382400694
28,风暴瓶,0.98312154117184525
29,双管霰弹枪,0.96566384930101024
30,潜艇,0.95456720076511237
31,吸血章鱼,0.95331318695629919
32,海影宝驹,0.92829639761801874
33,炮弹,0.91452168026502456
34,喷射摩托,0.91449922652605065
35,恶鬼面具,0.90858140842366986
36,打火机,0.89024696566310324
37,燃烧响炮,0.88918560564787374
38,毒须鲶,0.88156029339821107
39,码头缆索,0.86610479485898695
40,牌桌,0.84844846965936338
41,潜行滑翔机,0.83482336008021252
42,皮皮虾,0.83311025172602904
43,沙滩充气球,0.82064712919058269
44,鲨齿爪,0.80127641784762771
45,拍立蚌,0.7592890638801052
46,救生圈,0.72793450136876836
47,船首像,0.72235550838478191
48,海底热泉,0.71059376575873368
49,套娃,0.70412942794815736
50,枪套,0.70069937304675323
51,河豚,0.69848536351936008
52,深潜器,0.68389549608929168
53,鳐鲨,0.66173615697028576
54,小冰镐,0.65064033143518252
55,藏刃匕首,0.64558389074917188
56,珊瑚护甲,0.63062710588273341
57,鹦鹉皮特,0.62882712409416808
58,鱼雷,0.61462054322127346
59,流星索,0.57986523930240375
60,淬锋钢,0.56089774366708989
61,火炮,0.55797248847227066
62,迷幻蝠鲼,0.55718389968481863
63,狼筅,0.5560192016003066
64,星盘,0.54936247522348547
65,火枪,0.53270579648282201
66,飞鱼,0.51652496818856264
67,弯刀,0.51243729628480406
68,火药角,0.49724740604092621
69,赛博铁尺,0.49517698767265611
70,锁镰,0.44022984388463904
71,渔网,0.39482292943953179
72,珊瑚,0.36578724774406257
73,鸦巢,0.35831497554778996
74,珍珠,0.3539697386482662
75,盐钳海盗,0.33781894337975654
76,湿件战服,0.33487738147203638
77,理查森先生,0.33290919757453319
78,钓鱼竿,0.31260878575160134
79,通缉海报,0.30105699917981166
80,温馨海湾,0.29487249176211477
81,蝶剑,0.29064228893271893
82,集成式HUD,0.28497078322843927
83,水草,0.28452255910928664
84,水母,0.2834191516632007
85,鱼饵,0.26823806868886801
86,海螺壳,0.25524784380883059
87,龙涎香,0.25076977069394396
88,抓钩,0.24889302041334707
89,消音器,0.23965506467959771
90,深海弯刀,0.23694362964130419
91,星图,0.23508196579932711
92,十手,0.21302994459442842
93,左轮手枪,0.21258501673797997
94,手斧,0.20976056736950255
95,飞镖发射器,0.20517185272473434
96,烙刀,0.18336576051144726
97,葡萄弹,0.16730763578198768
98,独角鲸,0.16348814805329884
99,食人鱼,0.15806261831527246
100,锁匣,0.1418066682480546
101,弹簧刀,0.10040631854306427
102,手雷,0.093136448578320902
103,三花,0.079230991258962033
104,定制准镜,0.063602154484556583
105,蔻森娜纹章,0.056502005000074663
106,靴里剑,0.038474737581829663
107,木桶,0.03823338698919073
108,铲子,0.021907700875569088
109,舱底蠕虫,0.013695842612908663
110,宠物石,0.010818404895619461
111,鱼叉,0.0083882759667508362
112,手里剑,0.0073036218702985109
113,刺刀,0.0016600072427536174
114,伪装,0.00045361162879910266
115,橘利安,0.00013826027545499228
