index,signature
0,"枪套,燃烧响炮,珊瑚,标枪,小冰镐,绵鳚,加速烙刀,打火机"
1,"湿件战服,淬锋钢,套娃,集成式HUD,连发步枪,填弹杆,燃烧响炮"
2,"牌桌,淬锋钢,水车,吸血章鱼,潜水配重,六分仪"
3,"篝火,毒须鲶,燃烧子弹,燃烧响炮,绵鳚,加速烙刀,大钢弩"
4,"拍立蚌,鱼饵,潜水配重,珊瑚,水母,雪怪蟹,元素深水炸弹,绵鳚,小冰镐"
5,"蔻森娜纹章,恶鬼面具,燃烧响炮,绵鳚,打火机,燃烧子弹,套娃,靴里剑,流星索"
6,"小冰镐,皮皮虾,迷幻蝠鲼,水母,雪怪蟹,元素深水炸弹,绵鳚,珊瑚,拍立蚌"
7,"星盘,枪套,吸血章鱼,六分仪,牌桌,潜水配重,淬锋钢"
8,"淬锋钢,旗舰,船长舱,潜水配重,六分仪"
9,"皮皮虾,拍立蚌,水母,迷幻蝠鲼,雪怪蟹,元素深水炸弹,绵鳚,小冰镐,海螺壳"
10,"淬锋钢,鸦巢,定制准镜,旗舰,潜水配重,蔻森娜纹章"
11,"吸血章鱼,水车,潜水配重,六分仪,拍立蚌,牌桌"
12,"流星索,火药角,烈酒杯,拍立蚌,燃烧响炮,皮皮虾,十手,绵鳚,减速烙刀"
13,"六分仪,潜水配重,鱼雷,炮弹,烈酒杯,定制准镜,大钢弩"
14,"火药角,烈酒杯,拍立蚌,皮皮虾,十手,绵鳚,迷幻蝠鲼,幽渊鮟鱇,流星索"
15,"集成式HUD,吸血章鱼,水车,潜水配重,六分仪,牌桌"
16,"水草,码头缆索,潜水配重,水车,弯刀,淬锋钢"
17,"拍立蚌,水车,淬锋钢,带刃悬浮板,潜水配重,深潜器"
18,"枪套,火药角,烈酒杯,拍立蚌,大钢弩,皮皮虾,绵鳚,减速烙刀"
19,"流星索,大钢弩,皮皮虾,拍立蚌,火药角,烈酒杯,减速烙刀,十手"
20,"大钢弩,炮弹,潜水配重,水车,小冰镐,珊瑚护甲"
21,"加速烙刀,绵鳚,潜水配重,水母,大钢弩,枪套,打火机,燃烧响炮"
22,"珊瑚护甲,篝火,燃烧响炮,燃烧子弹,打火机,绵鳚,加速烙刀"
23,"燃烧响炮,大钢弩,枪套,打火机,加速烙刀,绵鳚,潜水配重,飞鱼"
24,"枪套,大钢弩,燃烧响炮,加速烙刀,绵鳚,潜水配重,水母,拍立蚌"
25,"小冰镐,绵鳚,元素深水炸弹,雪怪蟹,水母,迷幻蝠鲼,拍立蚌,皮皮虾,珍珠"
26,"拍立蚌,十手,减速烙刀,绵鳚,迷幻蝠鲼,皮皮虾,烈酒杯,炮弹,流星索"
27,"大钢弩,炮弹,迷幻蝠鲼,潜水配重,水车,拍立蚌,小冰镐"
28,"烈酒杯,六分仪,牌桌,淬锋钢,水车,吸血章鱼"
29,"理查森先生,小冰镐,火药角,双管霰弹枪,水车,淬锋钢,珊瑚"
30,"火药角,双管霰弹枪,水车,淬锋钢,加速烙刀,珊瑚"
31,"潜水配重,水车,拍立蚌,淬锋钢,六分仪,迷你弯刀,消音器"
32,"恶鬼面具,小冰镐,绵鳚,湿件战服,打火机,燃烧子弹,燃烧响炮,蔻森娜纹章"
33,"火药角,双管霰弹枪,水车,淬锋钢,珊瑚,六分仪"
34,"抛石机,绵鳚,潜水配重,水母,枪套,大钢弩,燃烧响炮"
35,"淬锋钢,牌桌,枪套,沙滩充气球,潜水配重,吸血章鱼,六分仪"
36,"牌桌,六分仪,烈酒杯,沙滩充气球,潜水配重,吸血章鱼,淬锋钢"
37,"淬锋钢,水车,套娃,带刃悬浮板,潜水配重,深潜器"
38,"小冰镐,拍立蚌,珍珠,水母,雪怪蟹,元素深水炸弹,绵鳚,珊瑚,鱼饵"
39,"飞鱼,打火机,绵鳚,加速烙刀,喷射摩托,燃烧响炮,枪套"
40,"枪套,小冰镐,加速烙刀,绵鳚,潜水配重,藏刃匕首,打火机,大钢弩"
41,"燃烧响炮,大钢弩,套娃,燃烧子弹,打火机,篝火,加速烙刀"
42,"飞鱼,打火机,绵鳚,抛石机,喷射摩托,燃烧响炮"
43,"飞鱼,打火机,绵鳚,喷射摩托,燃烧响炮,潜行滑翔机"
44,"飞鱼,潜水配重,毒须鲶,船舵,加速烙刀,潜行滑翔机"
45,"大钢弩,枪套,打火机,绵鳚,燃烧响炮,燃烧子弹,毒须鲶,篝火"
46,"流星索,填弹杆,步枪,水车,套娃,小冰镐"
47,"流星索,填弹杆,步枪,水车,小冰镐,藏刃匕首"
48,"淬锋钢,套娃,水车,连发步枪,填弹杆,燃烧响炮"
49,"流星索,填弹杆,步枪,水车,淬锋钢,拍立蚌"
50,"珊瑚,水母,雪怪蟹,元素深水炸弹,绵鳚,小冰镐,弯刀,淬锋钢"
51,"大钢弩,炮弹,鱼雷,潜水配重,水车,拍立蚌"
52,"燃烧响炮,大钢弩,套娃,燃烧子弹,打火机,绵鳚,毒须鲶,篝火"
53,"燃烧响炮,绵鳚,套娃,燃烧子弹,打火机,篝火,加速烙刀,枪套"
54,"小冰镐,理查森先生,迷幻蝠鲼,水母,雪怪蟹,元素深水炸弹,绵鳚,水草,拍立蚌"
55,"淬锋钢,带刃悬浮板,潜水配重,船长舱,鸦巢"
56,"枪套,燃烧响炮,加速烙刀,绵鳚,潜水配重,珍珠,水母,河豚"
57,"烈酒杯,炮弹,流星索,锁镰,皮皮虾,迷幻蝠鲼,幽渊鮟鱇,十手,拍立蚌"
58,"幽渊鮟鱇,火药角,烈酒杯,绵鳚,十手,皮皮虾,流星索,拍立蚌,燃烧响炮"
59,"弯刀,水车,淬锋钢,珊瑚,迷幻蝠鲼,海影宝驹"
60,"恶鬼面具,枪套,小冰镐,绵鳚,打火机,燃烧子弹,套娃,燃烧响炮,蔻森娜纹章"
61,"枪套,加速烙刀,绵鳚,篝火,打火机,大钢弩,燃烧响炮"
62,"抛石机,绵鳚,篝火,燃烧响炮,打火机,大钢弩"
63,"皮皮虾,火药角,烈酒杯,绵鳚,加速烙刀,大钢弩,流星索,枪套"
64,"抛石机,绵鳚,篝火,打火机,燃烧子弹,大钢弩"
65,"珊瑚,淬锋钢,迷幻蝠鲼,套娃,水车,旗舰"
66,"十手,理查森先生,迷幻蝠鲼,皮皮虾,火药角,烈酒杯,水车,拍立蚌"
67,"小冰镐,救生圈,珊瑚,水母,雪怪蟹,元素深水炸弹,绵鳚,水草"
