rank,item,generality
1,真菌孢子,0.53855684882393973
2,翡翠,0.50049057406480357
3,毒液,0.49774642568830674
4,倒刺利爪,0.44514306106078144
5,地刺陷阱,0.41166661457879528
6,彩虹药水,0.37860909102980655
7,鳄鱼眼泪,0.37415185721364669
8,香炉,0.33181589128754113
9,毒液注射,0.32526399471507605
10,红宝石,0.29798808110765801
11,蜡烛,0.22951545849896385
12,火焰药水,0.19823993155458008
13,瓶装闪电,0.17728705698470731
14,蛇怪之牙,0.13721886119745519
15,手术刀,0.1297268178478358
16,萤火虫,0.10218854857140168
17,笔与墨,0.10154255572960301
18,贤者之石,0.093744997307643546
19,曲颈甑,0.084946700896231006
20,碎瓶,0.082026142247635409
21,煅烧釜,0.081959886585727143
22,毒蜥,0.078881112213353047
23,水蛭,0.071226326033413015
24,拆信刀,0.067525049470846976
25,昏睡药水,0.05480764706379785
26,毒芹,0.048842060836672592
27,腐朽圣像,0.040376207959776977
28,剧毒药水,0.037387972401602555
29,塔兹迪亚匕首,0.034152205195784359
30,云精灵,0.033372622657006655
31,永恒火炬,0.030454827788768749
32,炼金梨缶,0.029042579518221777
33,研钵与研杵,0.028601456815124302
34,黑玫瑰,0.021377108597381282
35,硫磺,0.013828622779421708
36,熏香,0.012499664513313266
37,魔法飞毯,0.010798456987767715
38,嗅盐,0.0076546539564565762
39,猫头鹰奥利,0.0053136883464657055
40,颠茄,0.004194888605623291
41,飞蛾粉末,0.002790624908823423
42,再生药水,0.0027398033757422579
43,剑杖,0.0022434438259867893
44,黑曜石碎片,0.0019989189801566903
45,离子闪电,0.00066485503026670169
46,生命导体,0.00057906728442583689
47,地窖,0.00032170404690324271
48,折射棱镜,0.0003027802794383461
48,贪婪渡鸦,0.0003027802794383461
50,没药,0.0002859591528028824
51,和平铸箱,0.00025736323752259419
52,展示玻璃球,0
52,时间之砂,0
52,空白石碑,0
52,青苔,0
