rank,anchor,specialty
1,填弹杆,1
1,武士刀,1
1,马龙鱼,1
1,鲨齿爪,1
5,火炮,0.99823389986637323
6,步枪,0.99719133559686868
7,钓鱼竿,0.99338777234694653
8,海底热泉,0.99215899262099161
9,手斧,0.97307732330261498
10,左轮手枪,0.96459027595682767
11,火药角,0.93118286231253655
12,双管霰弹枪,0.90800626548301677
13,绵鳚,0.90786082991747896
14,弯刀,0.89989961872326896
15,独角鲸,0.87122262494857872
16,靴里剑,0.87005813106853191
17,打火机,0.8498400803445143
18,迷幻蝠鲼,0.83593543708970719
19,弹簧刀,0.83306652570206607
20,刺刀,0.80362739555813512
21,救生圈,0.78268713509816734
22,淬锋钢,0.78007942729048496
23,迷你弯刀,0.77752990768939212
24,燃烧响炮,0.77501239944214739
25,鹦鹉皮特,0.76766470681746568
26,沙滩充气球,0.75867829918678797
27,飞鱼,0.69315073899708757
28,狼筅,0.63149197912410737
29,三花,0.6155960175265891
30,皮皮虾,0.59331430152650078
31,水草,0.57143524719614602
32,湿件战服,0.5515504863494608
33,藏刃匕首,0.54167814854406493
34,毒须鲶,0.54147924887843513
35,海螺壳,0.49686721754132607
36,葡萄弹,0.4839745406137293
37,木桶,0.44894274157460695
38,手雷,0.44752183848223376
39,雪怪蟹,0.36582719972047878
40,铲子,0.34357441519710352
41,流星索,0.32503403954995097
42,珍珠,0.32235563607002238
43,宠物石,0.29335875754637469
44,珊瑚护甲,0.29291541771030072
45,珊瑚,0.2516371161125267
46,食人鱼,0.17378775484617665
47,手里剑,0.16184264734824599
48,水母,0.14914524596149384
49,抓钩,0.14825789495080499
50,鱼饵,0.094157327236049138
51,温馨海湾,0.085192780793277204
52,舱底蠕虫,0.080161900339211459
53,渔网,0.049330012127541588
54,星图,0.037042745671749623
55,龙涎香,0.023777831340791172
