from_sig,to_sig,weight,games
"鲨齿爪,手斧,火药角,双管霰弹枪,弹簧刀,葡萄弹,舱底蠕虫,靴里剑","舱底蠕虫,手斧,鲨齿爪,葡萄弹,淬锋钢,火药角,双管霰弹枪,刺刀",0.03400000000000003,1000
"珊瑚,马龙鱼,弹簧刀,飞鱼,鲨齿爪,淬锋钢,手斧,舱底蠕虫","水草,马龙鱼,弹簧刀,手斧,鲨齿爪,飞鱼,淬锋钢,舱底蠕虫",0.18599999999999994,1000
"珊瑚,马龙鱼,弹簧刀,飞鱼,手斧,鲨齿爪,左轮手枪,淬锋钢","水草,马龙鱼,弹簧刀,手斧,鲨齿爪,飞鱼,淬锋钢,舱底蠕虫",0.52000000000000002,100
"靴里剑,珊瑚,鲨齿爪,淬锋钢,手斧,飞鱼,弹簧刀,马龙鱼","水草,马龙鱼,弹簧刀,手斧,鲨齿爪,飞鱼,淬锋钢,舱底蠕虫",0.69999999999999996,100
"靴里剑,手斧,鲨齿爪,飞鱼,迷你弯刀,弹簧刀,马龙鱼,淬锋钢","水草,马龙鱼,弹簧刀,手斧,鲨齿爪,飞鱼,淬锋钢,舱底蠕虫",0.85999999999999988,100
"水草,马龙鱼,弹簧刀,手斧,鲨齿爪,飞鱼,淬锋钢,舱底蠕虫","救生圈,舱底蠕虫,鲨齿爪,淬锋钢,飞鱼,弹簧刀,马龙鱼",1,100
"珊瑚,马龙鱼,绵鳚,鲨齿爪,手斧,飞鱼,淬锋钢,舱底蠕虫","水草,马龙鱼,弹簧刀,手斧,鲨齿爪,飞鱼,淬锋钢,舱底蠕虫",0.41999999999999993,100
"流星索,鲨齿爪,手斧,飞鱼,葡萄弹,弹簧刀,马龙鱼,淬锋钢","水草,马龙鱼,弹簧刀,手斧,鲨齿爪,飞鱼,淬锋钢,舱底蠕虫",0.87999999999999989,100
"流星索,鲨齿爪,手斧,靴里剑,飞鱼,弹簧刀,马龙鱼,淬锋钢","水草,马龙鱼,弹簧刀,手斧,鲨齿爪,飞鱼,淬锋钢,舱底蠕虫",0.84000000000000008,100
"火药角,火炮,绵鳚,珊瑚护甲,打火机,珊瑚,燃烧响炮,淬锋钢","水草,火药角,火炮,绵鳚,打火机,海螺壳,珊瑚,淬锋钢,燃烧响炮",1,100
"舱底蠕虫,靴里剑,手斧,鲨齿爪,弹簧刀,武士刀,刺刀,淬锋钢","舱底蠕虫,手斧,鲨齿爪,左轮手枪,弹簧刀,武士刀,刺刀,淬锋钢",1,100
"舱底蠕虫,手斧,珊瑚,鲨齿爪,弹簧刀,武士刀,刺刀,淬锋钢","舱底蠕虫,靴里剑,手斧,鲨齿爪,弹簧刀,武士刀,刺刀,淬锋钢",0.0020000000000000018,1000
"舱底蠕虫,靴里剑,手斧,鲨齿爪,弹簧刀,武士刀,刺刀,淬锋钢","舱底蠕虫,手斧,鲨齿爪,独角鲸,弹簧刀,武士刀,刺刀,淬锋钢",1,100
"舱底蠕虫,靴里剑,手斧,鲨齿爪,弹簧刀,武士刀,刺刀,淬锋钢","舱底蠕虫,手斧,鲨齿爪,迷你弯刀,弹簧刀,武士刀,刺刀,淬锋钢",1,100
"舱底蠕虫,靴里剑,手斧,鲨齿爪,弹簧刀,武士刀,刺刀,淬锋钢","舱底蠕虫,手斧,鲨齿爪,迷你弯刀,靴里剑,武士刀,刺刀,淬锋钢",1,100
"手斧,流星索,鲨齿爪,迷你弯刀,弹簧刀,武士刀,刺刀,靴里剑","舱底蠕虫,靴里剑,手斧,鲨齿爪,弹簧刀,武士刀,刺刀,淬锋钢",0.12000000000000011,100
