combo_key,representative_signature,cluster_size
"刺刀,双管霰弹枪,手斧,淬锋钢,火药角,舱底蠕虫,葡萄弹,鲨齿爪","舱底蠕虫,手斧,鲨齿爪,葡萄弹,淬锋钢,火药角,双管霰弹枪,刺刀",1
"弹簧刀,手斧,水草,淬锋钢,舱底蠕虫,飞鱼,马龙鱼,鲨齿爪","水草,马龙鱼,弹簧刀,手斧,鲨齿爪,飞鱼,淬锋钢,舱底蠕虫",1
"打火机,淬锋钢,火炮,火药角,燃烧响炮,珊瑚,珊瑚护甲,绵鳚","火药角,火炮,绵鳚,珊瑚护甲,打火机,珊瑚,燃烧响炮,淬锋钢",1
"刺刀,弹簧刀,手斧,武士刀,淬锋钢,舱底蠕虫,靴里剑,鲨齿爪","舱底蠕虫,靴里剑,手斧,鲨齿爪,弹簧刀,武士刀,刺刀,淬锋钢",1
"填弹杆,手斧,手雷,步枪,舱底蠕虫,葡萄弹,鲨齿爪","鲨齿爪,葡萄弹,手斧,舱底蠕虫,步枪,填弹杆,手雷",1
"填弹杆,手斧,步枪,流星索,葡萄弹,靴里剑,鲨齿爪","步枪,填弹杆,流星索,靴里剑,鲨齿爪,葡萄弹,手斧",1
"刺刀,左轮手枪,弹簧刀,手斧,武士刀,淬锋钢,舱底蠕虫,鲨齿爪","舱底蠕虫,手斧,鲨齿爪,左轮手枪,弹簧刀,武士刀,刺刀,淬锋钢",1
"刺刀,弹簧刀,手斧,武士刀,淬锋钢,珊瑚,舱底蠕虫,鲨齿爪","舱底蠕虫,手斧,珊瑚,鲨齿爪,弹簧刀,武士刀,刺刀,淬锋钢",1
"打火机,水草,海底热泉,燃烧响炮,珊瑚,皮皮虾,绵鳚,迷幻蝠鲼,食人鱼","燃烧响炮,打火机,绵鳚,海底热泉,珊瑚,水草,食人鱼,迷幻蝠鲼,皮皮虾",1
"填弹杆,手斧,手雷,步枪,葡萄弹,靴里剑,鲨齿爪","鲨齿爪,葡萄弹,靴里剑,手斧,步枪,填弹杆,手雷",1
"填弹杆,手雷,步枪,淬锋钢,狼筅,珊瑚,葡萄弹","葡萄弹,狼筅,手雷,填弹杆,步枪,珊瑚,淬锋钢",1
"毒须鲶,水母,水草,淬锋钢,珊瑚,绵鳚,迷幻蝠鲼,雪怪蟹,飞鱼,鱼饵","水草,绵鳚,毒须鲶,雪怪蟹,水母,迷幻蝠鲼,飞鱼,珊瑚,鱼饵,淬锋钢",1
"打火机,水草,流星索,海底热泉,燃烧响炮,皮皮虾,绵鳚,迷幻蝠鲼,鹦鹉皮特","流星索,海底热泉,绵鳚,鹦鹉皮特,迷幻蝠鲼,皮皮虾,打火机,水草,燃烧响炮",2
"双管霰弹枪,左轮手枪,弹簧刀,手斧,火药角,葡萄弹,靴里剑,鲨齿爪","鲨齿爪,手斧,火药角,双管霰弹枪,弹簧刀,左轮手枪,葡萄弹,靴里剑",1
"弹簧刀,手斧,淬锋钢,珊瑚,舱底蠕虫,飞鱼,马龙鱼,鲨齿爪","珊瑚,马龙鱼,弹簧刀,飞鱼,鲨齿爪,淬锋钢,手斧,舱底蠕虫",2
"双管霰弹枪,弹簧刀,手斧,火药角,舱底蠕虫,葡萄弹,靴里剑,鲨齿爪","鲨齿爪,手斧,火药角,双管霰弹枪,弹簧刀,葡萄弹,舱底蠕虫,靴里剑",1
"刺刀,弹簧刀,手斧,武士刀,淬锋钢,独角鲸,舱底蠕虫,鲨齿爪","舱底蠕虫,手斧,鲨齿爪,独角鲸,弹簧刀,武士刀,刺刀,淬锋钢",1
"左轮手枪,弹簧刀,手斧,淬锋钢,珊瑚,飞鱼,马龙鱼,鲨齿爪","珊瑚,马龙鱼,弹簧刀,飞鱼,手斧,鲨齿爪,左轮手枪,淬锋钢",1
"左轮手枪,弹簧刀,手斧,淬锋钢,珊瑚,葡萄弹,马龙鱼,鲨齿爪","珊瑚,马龙鱼,弹簧刀,葡萄弹,鲨齿爪,手斧,左轮手枪,淬锋钢",1
"毒须鲶,水母,水草,海螺壳,淬锋钢,珊瑚,绵鳚,雪怪蟹,飞鱼,鱼饵","海螺壳,珊瑚,鱼饵,淬锋钢,飞鱼,水母,雪怪蟹,毒须鲶,绵鳚,水草",1
"左轮手枪,弹簧刀,手斧,淬锋钢,独角鲸,珊瑚,马龙鱼,鲨齿爪","珊瑚,马龙鱼,弹簧刀,独角鲸,手斧,鲨齿爪,左轮手枪,淬锋钢",1
"弯刀,弹簧刀,淬锋钢,珊瑚,飞鱼,马龙鱼,鲨齿爪","珊瑚,马龙鱼,弹簧刀,飞鱼,鲨齿爪,弯刀,淬锋钢",1
"弯刀,手斧,淬锋钢,珊瑚,飞鱼,马龙鱼,鲨齿爪","珊瑚,马龙鱼,淬锋钢,飞鱼,鲨齿爪,手斧,弯刀",1
"打火机,水草,海螺壳,淬锋钢,火炮,火药角,燃烧响炮,珊瑚,绵鳚","水草,火药角,火炮,绵鳚,打火机,海螺壳,珊瑚,淬锋钢,燃烧响炮",1
"左轮手枪,弯刀,弹簧刀,手斧,流星索,淬锋钢,葡萄弹,鲨齿爪","鲨齿爪,手斧,流星索,葡萄弹,左轮手枪,弹簧刀,弯刀,淬锋钢",1
"弹簧刀,手斧,湿件战服,绵鳚,飞鱼,马龙鱼,鲨齿爪","手斧,鲨齿爪,飞鱼,弹簧刀,马龙鱼,绵鳚,湿件战服",1
"刺刀,弹簧刀,手斧,武士刀,淬锋钢,舱底蠕虫,迷你弯刀,鲨齿爪","舱底蠕虫,手斧,鲨齿爪,迷你弯刀,弹簧刀,武士刀,刺刀,淬锋钢",1
"弹簧刀,手斧,淬锋钢,珊瑚,靴里剑,飞鱼,马龙鱼,鲨齿爪","靴里剑,珊瑚,鲨齿爪,淬锋钢,手斧,飞鱼,弹簧刀,马龙鱼",2
"手斧,手雷,火药角,狼筅,绵鳚,葡萄弹,靴里剑,鲨齿爪","手斧,火药角,手雷,绵鳚,狼筅,鲨齿爪,靴里剑,葡萄弹",1
"弹簧刀,手斧,淬锋钢,迷你弯刀,靴里剑,飞鱼,马龙鱼,鲨齿爪","靴里剑,手斧,鲨齿爪,飞鱼,迷你弯刀,弹簧刀,马龙鱼,淬锋钢",1
"刺刀,手斧,武士刀,淬锋钢,舱底蠕虫,迷你弯刀,靴里剑,鲨齿爪","舱底蠕虫,手斧,鲨齿爪,迷你弯刀,靴里剑,武士刀,刺刀,淬锋钢",1
"手雷,淬锋钢,火药角,狼筅,珊瑚,珊瑚护甲,绵鳚,葡萄弹","珊瑚护甲,珊瑚,火药角,手雷,绵鳚,狼筅,葡萄弹,淬锋钢",1
"刺刀,弹簧刀,手斧,武士刀,流星索,迷你弯刀,靴里剑,鲨齿爪","手斧,流星索,鲨齿爪,迷你弯刀,弹簧刀,武士刀,刺刀,靴里剑",1
"弹簧刀,手斧,手雷,淬锋钢,火药角,靴里剑,马龙鱼,鲨齿爪","靴里剑,手斧,鲨齿爪,淬锋钢,火药角,手雷,弹簧刀,马龙鱼",1
"弹簧刀,手斧,毒须鲶,沙滩充气球,淬锋钢,马龙鱼,鲨齿爪","手斧,鲨齿爪,弹簧刀,马龙鱼,淬锋钢,毒须鲶,沙滩充气球",1
"打火机,毒须鲶,水母,水草,海螺壳,珊瑚,珍珠,绵鳚,雪怪蟹,鱼饵","鱼饵,珊瑚,珍珠,水母,雪怪蟹,毒须鲶,绵鳚,水草,海螺壳,打火机",1
"手斧,流星索,淬锋钢,火药角,葡萄弹,飞鱼,马龙鱼,鲨齿爪","马龙鱼,葡萄弹,火药角,流星索,鲨齿爪,手斧,飞鱼,淬锋钢",1
"刺刀,左轮手枪,弹簧刀,手斧,武士刀,葡萄弹,靴里剑,鲨齿爪","手斧,靴里剑,鲨齿爪,左轮手枪,弹簧刀,武士刀,刺刀,葡萄弹",2
"打火机,水草,海底热泉,燃烧响炮,珊瑚,皮皮虾,绵鳚,迷幻蝠鲼,鹦鹉皮特","珊瑚,打火机,海底热泉,绵鳚,迷幻蝠鲼,鹦鹉皮特,皮皮虾,水草,燃烧响炮",5
"弹簧刀,救生圈,淬锋钢,舱底蠕虫,飞鱼,马龙鱼,鲨齿爪","救生圈,舱底蠕虫,鲨齿爪,淬锋钢,飞鱼,弹簧刀,马龙鱼",1
"打火机,毒须鲶,水草,海底热泉,燃烧响炮,狼筅,珊瑚,绵鳚","狼筅,海底热泉,绵鳚,毒须鲶,燃烧响炮,珊瑚,打火机,水草",1
"救生圈,淬锋钢,绵鳚,舱底蠕虫,飞鱼,马龙鱼,鲨齿爪","救生圈,飞鱼,舱底蠕虫,淬锋钢,鲨齿爪,绵鳚,马龙鱼",1
"打火机,海底热泉,火炮,火药角,燃烧响炮,狼筅,绵鳚","狼筅,打火机,绵鳚,海底热泉,火药角,火炮,燃烧响炮",1
"刺刀,弹簧刀,手斧,武士刀,流星索,淬锋钢,独角鲸,鲨齿爪","手斧,鲨齿爪,流星索,独角鲸,弹簧刀,武士刀,刺刀,淬锋钢",1
"手斧,救生圈,淬锋钢,绵鳚,舱底蠕虫,马龙鱼,鲨齿爪","救生圈,舱底蠕虫,淬锋钢,手斧,鲨齿爪,绵鳚,马龙鱼",1
"填弹杆,手雷,步枪,淬锋钢,珊瑚,珊瑚护甲,葡萄弹","珊瑚护甲,葡萄弹,手雷,填弹杆,步枪,珊瑚,淬锋钢",1
"手斧,淬锋钢,珊瑚,绵鳚,舱底蠕虫,飞鱼,马龙鱼,鲨齿爪","珊瑚,马龙鱼,绵鳚,鲨齿爪,手斧,飞鱼,淬锋钢,舱底蠕虫",1
"弹簧刀,手斧,狼筅,绵鳚,飞鱼,马龙鱼,鲨齿爪","狼筅,绵鳚,鲨齿爪,弹簧刀,马龙鱼,飞鱼,手斧",1
"填弹杆,手斧,手雷,步枪,珊瑚,葡萄弹,鲨齿爪","珊瑚,葡萄弹,步枪,填弹杆,手雷,手斧,鲨齿爪",1
"刺刀,弹簧刀,手斧,武士刀,淬锋钢,珊瑚,靴里剑,鲨齿爪","珊瑚,靴里剑,手斧,鲨齿爪,弹簧刀,武士刀,刺刀,淬锋钢",1
"毒须鲶,水母,水草,海螺壳,淬锋钢,绵鳚,迷幻蝠鲼,雪怪蟹,飞鱼,鱼饵","水草,绵鳚,毒须鲶,雪怪蟹,水母,迷幻蝠鲼,飞鱼,鱼饵,海螺壳,淬锋钢",2
"毒须鲶,水母,水草,海螺壳,淬锋钢,珍珠,绵鳚,雪怪蟹,飞鱼,鱼饵","水草,绵鳚,毒须鲶,雪怪蟹,水母,飞鱼,珍珠,淬锋钢,海螺壳,鱼饵",2
"弹簧刀,手斧,毒须鲶,沙滩充气球,淬锋钢,舱底蠕虫,藏刃匕首,马龙鱼","舱底蠕虫,手斧,藏刃匕首,弹簧刀,马龙鱼,淬锋钢,毒须鲶,沙滩充气球",1
"弹簧刀,毒须鲶,沙滩充气球,淬锋钢,藏刃匕首,马龙鱼,鲨齿爪","鲨齿爪,藏刃匕首,弹簧刀,马龙鱼,淬锋钢,毒须鲶,沙滩充气球",1
"填弹杆,手雷,步枪,流星索,淬锋钢,火药角,珊瑚,绵鳚","珊瑚,火药角,手雷,绵鳚,步枪,填弹杆,流星索,淬锋钢",1
"手斧,流星索,淬锋钢,火药角,舱底蠕虫,葡萄弹,马龙鱼,鲨齿爪","舱底蠕虫,手斧,火药角,流星索,鲨齿爪,淬锋钢,葡萄弹,马龙鱼",1
"打火机,水草,海底热泉,燃烧响炮,珊瑚,皮皮虾,绵鳚,迷幻蝠鲼,飞鱼","燃烧响炮,打火机,绵鳚,海底热泉,珊瑚,水草,飞鱼,迷幻蝠鲼,皮皮虾",1
"打火机,水草,海底热泉,火炮,火药角,燃烧响炮,珊瑚,绵鳚","火药角,火炮,绵鳚,海底热泉,水草,打火机,珊瑚,燃烧响炮",1
"打火机,水草,海底热泉,海螺壳,燃烧响炮,皮皮虾,绵鳚,迷幻蝠鲼,鹦鹉皮特","海螺壳,打火机,海底热泉,绵鳚,迷幻蝠鲼,鹦鹉皮特,皮皮虾,水草,燃烧响炮",3
"左轮手枪,弹簧刀,手斧,狼筅,葡萄弹,迷你弯刀,靴里剑,鲨齿爪","鲨齿爪,葡萄弹,左轮手枪,弹簧刀,迷你弯刀,狼筅,手斧,靴里剑",1
"打火机,水草,海底热泉,海螺壳,燃烧响炮,皮皮虾,绵鳚,迷幻蝠鲼,飞鱼","海螺壳,皮皮虾,迷幻蝠鲼,飞鱼,打火机,绵鳚,海底热泉,水草,燃烧响炮",1
"刺刀,弹簧刀,手斧,武士刀,淬锋钢,独角鲸,靴里剑,鲨齿爪","手斧,鲨齿爪,靴里剑,独角鲸,弹簧刀,武士刀,刺刀,淬锋钢",1
"刺刀,弹簧刀,手斧,武士刀,狼筅,绵鳚,鲨齿爪","狼筅,绵鳚,鲨齿爪,弹簧刀,武士刀,刺刀,手斧",1
"打火机,毒须鲶,水母,水草,珍珠,绵鳚,钓鱼竿,雪怪蟹,鱼饵","珍珠,水母,雪怪蟹,鱼饵,钓鱼竿,毒须鲶,绵鳚,水草,打火机",1
