from_sig,to_sig,weight,games
"香炉,瓶装闪电,彩虹药水,红宝石,蜡烛,煅烧釜,云精灵,火焰药水","瓶装闪电,火焰药水,香炉,蜡烛,碎瓶,红宝石,煅烧釜,云精灵",0.15999999999999992,100
"香炉,瓶装闪电,彩虹药水,红宝石,蜡烛,煅烧釜,云精灵,火焰药水","煅烧釜,云精灵,火焰药水,瓶装闪电,硫磺,香炉,红宝石,蜡烛",1,100
"香炉,瓶装闪电,彩虹药水,红宝石,蜡烛,煅烧釜,云精灵,火焰药水","煅烧釜,火焰药水,香炉,红宝石,再生药水,彩虹药水,鳄鱼眼泪,蜡烛",0.93999999999999995,100
"彩虹药水,红宝石,蜡烛,香炉,火焰药水,碎瓶,煅烧釜,云精灵","香炉,瓶装闪电,彩虹药水,红宝石,蜡烛,煅烧釜,云精灵,火焰药水",0.19999999999999996,100
"香炉,瓶装闪电,彩虹药水,红宝石,蜡烛,煅烧釜,云精灵,火焰药水","煅烧釜,香炉,瓶装闪电,红宝石,再生药水,彩虹药水,蜡烛,火焰药水",0.60000000000000009,100
"香炉,瓶装闪电,彩虹药水,红宝石,蜡烛,煅烧釜,云精灵,火焰药水","煅烧釜,蜡烛,香炉,碎瓶,火焰药水,红宝石,瓶装闪电,再生药水",1,100
"香炉,瓶装闪电,彩虹药水,红宝石,蜡烛,煅烧釜,云精灵,火焰药水","瓶装闪电,手术刀,红宝石,蜡烛,香炉,煅烧釜,火焰药水,塔兹迪亚匕首",0.95999999999999996,100
"香炉,煅烧釜,瓶装闪电,碎瓶,红宝石,蜡烛,拆信刀,火焰药水","香炉,瓶装闪电,彩虹药水,红宝石,蜡烛,煅烧釜,云精灵,火焰药水",0.37999999999999989,100
"煅烧釜,碎瓶,蜡烛,香炉,红宝石,火焰药水,瓶装闪电,贤者之石","香炉,瓶装闪电,彩虹药水,红宝石,蜡烛,煅烧釜,云精灵,火焰药水",0.62000000000000011,100
"香炉,瓶装闪电,彩虹药水,红宝石,蜡烛,煅烧釜,云精灵,火焰药水","瓶装闪电,火焰药水,红宝石,煅烧釜,剧毒药水,香炉,蜡烛,彩虹药水",0.93999999999999995,100
"香炉,瓶装闪电,彩虹药水,红宝石,蜡烛,煅烧釜,云精灵,火焰药水","火焰药水,红宝石,煅烧釜,碎瓶,剧毒药水,香炉,瓶装闪电,蜡烛",1,100
"香炉,瓶装闪电,彩虹药水,红宝石,蜡烛,煅烧釜,云精灵,火焰药水","香炉,煅烧釜,火焰药水,塔兹迪亚匕首,拆信刀,瓶装闪电,红宝石,蜡烛",1,100
"碎瓶,蜡烛,手术刀,红宝石,香炉,煅烧釜,瓶装闪电,火焰药水","香炉,瓶装闪电,彩虹药水,红宝石,蜡烛,煅烧釜,云精灵,火焰药水",0.43999999999999995,100
"香炉,瓶装闪电,彩虹药水,红宝石,蜡烛,煅烧釜,云精灵,火焰药水","飞蛾粉末,煅烧釜,火焰药水,彩虹药水,瓶装闪电,蜡烛,萤火虫,红宝石",0.97999999999999998,100
"碎瓶,蜡烛,彩虹药水,红宝石,火焰药水,塔兹迪亚匕首,香炉,煅烧釜","香炉,瓶装闪电,彩虹药水,红宝石,蜡烛,煅烧釜,云精灵,火焰药水",0.14800000000000013,1000
"蜡烛,碎瓶,瓶装闪电,红宝石,香炉,煅烧釜,火焰药水,塔兹迪亚匕首","香炉,瓶装闪电,彩虹药水,红宝石,蜡烛,煅烧釜,云精灵,火焰药水",0.62000000000000011,100
