index,signature
0,"大钢弩,烈酒杯,枪套,潜水配重,绵鳚,加速烙刀,救生圈"
1,"流星索,填弹杆,步枪,水车,套娃,珊瑚"
2,"珊瑚,拍立蚌,流星索,雪怪蟹,元素深水炸弹,绵鳚,小冰镐,皮皮虾,迷幻蝠鲼"
3,"淬锋钢,套娃,水车,弯刀,珊瑚,码头缆索"
4,"盐钳海盗,雪怪蟹,元素深水炸弹,绵鳚,小冰镐,水车,拍立蚌"
5,"珍珠,潜水配重,拍立蚌,水母,雪怪蟹,元素深水炸弹,绵鳚,水草,小冰镐"
6,"毒须鲶,雪怪蟹,元素深水炸弹,船舵,小冰镐,鸦巢"
7,"燃烧响炮,燃烧子弹,打火机,篝火,绵鳚,加速烙刀,救生圈"
8,"枪套,救生圈,燃烧响炮,打火机,珊瑚,潜水配重,绵鳚,加速烙刀"
9,"淬锋钢,水车,火药角,双管霰弹枪,鸦巢"
10,"淬锋钢,水车,弯刀,理查森先生,珊瑚,码头缆索"
11,"手斧,小冰镐,流星索,淬锋钢,手里剑,带刃悬浮板,潜水配重,深潜器"
12,"小冰镐,淬锋钢,火药角,双管霰弹枪,水车,珊瑚,理查森先生"
13,"流星索,靴里剑,手里剑,刺刀,葡萄弹,鲨齿爪,小冰镐,左轮手枪,手斧"
14,"飞镖发射器,枪套,大钢弩,雪怪蟹,风暴瓶,绵鳚,小冰镐,燃烧响炮"
15,"潜水配重,珊瑚,淬锋钢,火药角,双管霰弹枪,消音器,鸦巢"
16,"湿件战服,淬锋钢,带刃悬浮板,潜水配重,独角鲸,手斧,舱底蠕虫,左轮手枪"
17,"燃烧响炮,加速烙刀,绵鳚,大钢弩,小冰镐,标枪,烈酒杯"
18,"燃烧响炮,淬锋钢,燃烧子弹,打火机,篝火,吸血章鱼,枪套,大钢弩"
19,"炮弹,烈酒杯,牌桌,淬锋钢,六分仪,潜水配重,吸血章鱼,枪套"
20,"理查森先生,绵鳚,燃烧响炮,燃烧子弹,打火机,篝火,珊瑚,大钢弩"
21,"燃烧响炮,淬锋钢,套娃,燃烧子弹,打火机,篝火,吸血章鱼,大钢弩"
22,"小冰镐,喷射摩托,理查森先生,潜行滑翔机,潜水配重,飞鱼"
23,"理查森先生,淬锋钢,水车,套娃,弯刀,码头缆索"
24,"十手,牌桌,皮皮虾,烈酒杯,炮弹,流星索,救生圈,拍立蚌"
25,"小冰镐,喷射摩托,潜行滑翔机,水草,潜水配重,飞鱼"
26,"鳐鲨,大钢弩,绵鳚,独角鲸,枪套,水母,潜水配重,飞鱼"
27,"马龙鱼,码头缆索,深潜器,水车,淬锋钢"
